Benefits TC,,,,,526,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assigned,,Test Case,,,SKU,,,,,,,,,,,,,,,,Test results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester,,Model,,SKU or Base SKU,SKU,URL,Premium Count,Status,Trade-in,Galaxy Credits,Premium 1,Premium 2,Premium 3,Premium 4,Premium 5,Premium 6,Premium 7,Premium 8,No-trade-in,No-trade-in,SKU,Raw,HTMLify,Check Extra Premiums - Status,Check Extra Premiums - Status,,,,,,,,,,,,,,,,,,,,,,,,Checking Missing Premiums - Status,Reason of fail,Trade-in,,Galaxy Credit,,Premium 1,,Premium 2,,Premium 3,,Premium 4,,Premium 5,,Premium 6,,Premium 7,,Premium 8,,No trade-in,,No trade-in,,Other,,,Join,
,MX,"Galaxy S24, 256GB, Marble Gray",,"SM-S9210, 256GB",SM-S9210ZAGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9210ZAGTGY?R=20250213111307,1,Failed,0,300,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,300 Galaxy Credit,Failed,T4511,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"45W 旅行充電器 T4511<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$300 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","45W 旅行充電器 T4511

額外港幣$0 Trade-in回贈
送港幣$300 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S24, 256GB, Cobalt Violet",,"SM-S9210, 256GB",SM-S9210ZVGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9210ZVGTGY?R=20250213111307,1,Failed,0,300,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,300 Galaxy Credit,Failed,T4511,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"45W 旅行充電器 T4511<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$300 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","45W 旅行充電器 T4511

額外港幣$0 Trade-in回贈
送港幣$300 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S24, 256GB, Amber Yellow",,"SM-S9210, 256GB",SM-S9210ZYGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9210ZYGTGY?R=20250213111307,1,Failed,0,300,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,300 Galaxy Credit,Failed,T4511,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"45W 旅行充電器 T4511<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$300 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","45W 旅行充電器 T4511

額外港幣$0 Trade-in回贈
送港幣$300 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S24, 256GB, Jade Green (eStore)",,"SM-S9210, 256GB",SM-S9210LGGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9210LGGTGY?R=20250213111307,1,Failed,0,300,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,300 Galaxy Credit,Failed,T4511,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"45W 旅行充電器 T4511<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$300 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","45W 旅行充電器 T4511

額外港幣$0 Trade-in回贈
送港幣$300 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S24, 256GB, Sandstone Orange (eStore)",,"SM-S9210, 256GB",SM-S9210ZOGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9210ZOGTGY?R=20250213111307,1,Failed,0,300,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,300 Galaxy Credit,Failed,T4511,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"45W 旅行充電器 T4511<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$300 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","45W 旅行充電器 T4511

額外港幣$0 Trade-in回贈
送港幣$300 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S24, 256GB, Sapphire Blue (eStore)",,"SM-S9210, 256GB",SM-S9210LBGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9210LBGTGY?R=20250213111307,1,Failed,0,300,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,300 Galaxy Credit,Failed,T4511,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"45W 旅行充電器 T4511<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$300 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","45W 旅行充電器 T4511

額外港幣$0 Trade-in回贈
送港幣$300 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,"Galaxy S24 FE, Gray, 8+256GB",,"SM-S7210, 256GB",SM-S7210ZAGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-fe/buy/?modelCode=SM-S7210ZAGTGY?R=20250213111307,1,Failed,400,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 Trade-in,Failed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$400 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$400 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,"Galaxy S24 FE, Blue, 8+256GB",,"SM-S7210, 256GB",SM-S7210LBGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-fe/buy/?modelCode=SM-S7210LBGTGY?R=20250213111307,1,Failed,400,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 Trade-in,Failed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$400 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$400 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,"Galaxy S24 FE, Yellow, 8+256GB",,"SM-S7210, 256GB",SM-S7210ZYGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-fe/buy/?modelCode=SM-S7210ZYGTGY?R=20250213111307,1,Failed,400,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 Trade-in,Failed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$400 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$400 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,"Galaxy S24 FE, Mint, 8+256GB",,"SM-S7210, 256GB",SM-S7210LGGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-fe/buy/?modelCode=SM-S7210LGGTGY?R=20250213111307,1,Failed,400,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 Trade-in,Failed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$400 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$400 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,Galaxy A55 5G 8GB 128GB Awesome Navy,,"SM-A5560, 128GB",SM-A5560ZKATGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a55-5g-awesome-navy-128gb-sm-a5560zkatgy/buy/?R=20250213111307,1,Failed,0,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,Galaxy A55 5G 12GB 256GB Awesome Iceblue,,"SM-A5560, 256GB",SM-A5560LBDTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a55-5g-awesome-iceblue-256gb-sm-a5560lbdtgy/buy/?R=20250213111307,1,Failed,0,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,Galaxy A55 5G 12GB 256GB Awesome Lilac,,"SM-A5560, 256GB",SM-A5560LVDTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a55-5g-awesome-lilac-256gb-sm-a5560lvdtgy/buy/?R=20250213111307,1,Failed,0,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,Galaxy A55 5G 12GB 256GB Awesome Navy,,"SM-A5560, 256GB",SM-A5560ZKDTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a55-5g-awesome-navy-256gb-sm-a5560zkdtgy/buy/?R=20250213111307,1,Failed,0,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,Galaxy A55 5G 12GB 256GB Awesome Lemon,,"SM-A5560, 256GB",SM-A5560ZYDTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a55-5g-awesome-lemon-256gb-sm-a5560zydtgy/buy/?R=20250213111307,1,Failed,0,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,Galaxy A35 5G 8GB 128GB Awesome Navy,,"SM-A3560, 128GB",SM-A3560ZKDTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a35-5g-awesome-navy-128gb-sm-a3560zkdtgy/buy/?R=20250213111307,1,Failed,0,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,Galaxy A35 5G 8GB 256GB Awesome Lilac,,"SM-A3560, 256GB",SM-A3560LVDTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a35-5g-awesome-lilac-128gb-sm-a3560lvdtgy/buy/?R=20250213111307,1,Failed,0,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,Galaxy A35 5G 8GB 256GB Awesome Iceblue,,"SM-A3560, 256GB",SM-A3560LBGTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a35-5g-awesome-iceblue-256gb-sm-a3560lbgtgy/buy/?R=20250213111307,1,Failed,0,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,Galaxy A35 5G 8GB 256GB Awesome Lilac,,"SM-A3560, 256GB",SM-A3560LVGTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a35-5g-awesome-lilac-256gb-sm-a3560lvgtgy/buy/?R=20250213111307,1,Failed,0,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,Galaxy A35 5G 8GB 256GB Awesome Navy,,"SM-A3560, 256GB",SM-A3560ZKGTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a35-5g-awesome-navy-256gb-sm-a3560zkgtgy/buy/?R=20250213111307,1,Failed,0,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,Galaxy A35 5G 8GB 256GB Awesome Lemon,,"SM-A3560, 256GB",SM-A3560ZYGTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a35-5g-awesome-lemon-256gb-sm-a3560zygtgy/buy/?R=20250213111307,1,Failed,0,100,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,100 Galaxy Credit,Failed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$100 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$100 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,Galaxy A16 5G (6GB + 128GB) Blue Black (Main Color),,"SM-A1660, 128GB",SM-A1660ZKGTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a16-5g-blue-black-128gb-sm-a1660zkgtgy/buy/?R=20250213111307,1,Passed,0,0,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,Passed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$0 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$0 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,Galaxy A165G (6GB + 128GB) Light Gray,,"SM-A1660, 128GB",SM-A1660ZAGTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a16-5g-light-gray-128gb-sm-a1660zagtgy/buy/?R=20250213111307,1,Passed,0,0,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,Passed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$0 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$0 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,Galaxy A165G (6GB + 128GB) Gold,,"SM-A1660, 128GB",SM-A1660ZDGTGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a16-5g-gold-128gb-sm-a1660zdgtgy/buy/?R=20250213111307,1,Passed,0,0,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,Passed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$0 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$0 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,Galaxy A165G (8GB + 256GB) Blue Black (Main Color),,"SM-A1660, 256GB",SM-A1660ZKITGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a16-5g-blue-black-256gb-sm-a1660zkitgy/buy/?R=20250213111307,1,Passed,0,0,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,Passed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$0 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$0 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,Galaxy A165G (8GB + 256GB) Light Gray,,"SM-A1660, 256GB",SM-A1660ZAITGY,https://www.samsung.com/hk/smartphones/galaxy-a/galaxy-a16-5g-light-gray-256gb-sm-a1660zaitgy/buy/?R=20250213111307,1,Passed,0,0,Z-ITFITT10WE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,,Passed,真無線耳機,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,"ITFIT真無線耳機 T10<br><br><br><br><br><br><br><br><br>額外港幣$0 Trade-in回贈<br>送港幣$0 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","ITFIT真無線耳機 T10

額外港幣$0 Trade-in回贈
送港幣$0 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
